Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message,
72206,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2000,26.1,,
72207,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2000,19.4,,
72208,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2000,26.3,,
72209,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2000,21.4,,
72210,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2000,14.6,,
72211,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2000,7.2,,
72212,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2000,15.6,,
72213,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2000,12.8,,
72214,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2000,15.7,,
72215,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2000,19,,
72216,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2000,7.4,,
72217,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2000,28.1,,
72218,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2000,22.7,,
72219,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2000,22.2,,
72220,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2000,6.7,,
72221,422,3,5,2040,4,Children < 5 Years Old Living in Poverty,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2000,5.4,,
209855,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2009-13 ACS,2148,,
209856,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2009-13 ACS,4421,,
209857,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2009-13 ACS,12425,,
209858,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2009-13 ACS,9459,,
209859,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2009-13 ACS,10022,,
209860,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2009-13 ACS,11245,,
209861,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2009-13 ACS,5687,,
209862,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2009-13 ACS,5563,,
209863,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2009-13 ACS,4938,,
209864,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2009-13 ACS,8454,,
209865,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),204,East New York,2009-13 ACS,8888,,
209866,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2009-13 ACS,8604,,
209867,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2009-13 ACS,17305,,
209868,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2009-13 ACS,11757,,
209869,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2009-13 ACS,6080,,
209870,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2009-13 ACS,6132,,
209871,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2009-13 ACS,7572,,
209872,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2009-13 ACS,10164,,
209873,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2009-13 ACS,10771,,
209874,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2009-13 ACS,4127,,
209875,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2009-13 ACS,3925,,
209876,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2009-13 ACS,3564,,
209877,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2009-13 ACS,3637,,
209878,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13 ACS,3166,,
209879,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13 ACS,2185,,
209880,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13 ACS,1903,,
209881,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13 ACS,5317,,
209882,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13 ACS,1480,,
209883,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13 ACS,6620,,
209884,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13 ACS,24917,,
209885,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13 ACS,8046,,
209886,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13 ACS,1016,,
209887,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13 ACS,5196,,
209888,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13 ACS,2996,,
209889,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13 ACS,7353,,
209890,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13 ACS,9003,,
209891,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13 ACS,3157,,
209892,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13 ACS,3089,,
209893,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13 ACS,1394,,
209894,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13 ACS,2734,,
209895,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13 ACS,716,,
209896,230,3,2,15,36,Crowding,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13 ACS,978,,
209752,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2009-13 ACS,5.93,,
209753,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2009-13 ACS,6.48,,
209754,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2009-13 ACS,14.83,,
209755,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2009-13 ACS,8.82,,
209756,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2009-13 ACS,14.89,,
209757,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2009-13 ACS,15.93,,
209758,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2009-13 ACS,12.71,,
209759,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),201,Greenpoint,2009-13 ACS,10.71,,
209760,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2009-13 ACS,4.96,,
209761,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2009-13 ACS,6.73,,
209762,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),204,East New York,2009-13 ACS,14.9,,
209763,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),205,Sunset Park,2009-13 ACS,22.14,,
209764,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),206,Borough Park,2009-13 ACS,16.25,,
209765,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2009-13 ACS,11.03,,
209766,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2009-13 ACS,8.7,,
209767,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2009-13 ACS,8.02,,
209768,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2009-13 ACS,7.01,,
209769,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2009-13 ACS,13.95,,
209770,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),301,Washington Heights,2009-13 ACS,11.95,,
209771,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2009-13 ACS,6.1,,
209772,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),303,East Harlem,2009-13 ACS,9.54,,
209773,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),304,Upper West Side,2009-13 ACS,3.3,,
209774,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),305,Upper East Side,2009-13 ACS,3.15,,
209775,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13 ACS,3.88,,
209776,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13 ACS,3.06,,
209777,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13 ACS,4.47,,
209778,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13 ACS,5.94,,
209779,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13 ACS,5.88,,
209780,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13 ACS,7.59,,
209781,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13 ACS,16.79,,
209782,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13 ACS,8.65,,
209783,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13 ACS,3.01,,
209784,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13 ACS,5.23,,
209785,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13 ACS,8.75,,
209786,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13 ACS,8.61,,
209787,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13 ACS,9.63,,
209788,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13 ACS,3.74,,
209789,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13 ACS,7.86,,
209790,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13 ACS,6.28,,
209791,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13 ACS,6.25,,
209792,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13 ACS,2.32,,
209793,25,3,22,15,36,Crowding,Percent of Households,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13 ACS,1.44,,
209649,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2009-13 ACS,12919,,
209650,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2009-13 ACS,29178,,
209651,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2009-13 ACS,7599,,
209652,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2009-13 ACS,30444,,
209653,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2009-13 ACS,4236,,
209654,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2009-13 ACS,4544,,
209655,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2009-13 ACS,3386,,
209656,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),201,Greenpoint,2009-13 ACS,8698,,
209657,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2009-13 ACS,32125,,
209658,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2009-13 ACS,26337,,
209659,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),204,East New York,2009-13 ACS,14590,,
209660,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),205,Sunset Park,2009-13 ACS,9305,,
209661,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),206,Borough Park,2009-13 ACS,32917,,
209662,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2009-13 ACS,28836,,
209663,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2009-13 ACS,36748,,
209664,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2009-13 ACS,30314,,
209665,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2009-13 ACS,42569,,
209666,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2009-13 ACS,10285,,
209667,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),301,Washington Heights,2009-13 ACS,8856,,
209668,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2009-13 ACS,9622,,
209669,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),303,East Harlem,2009-13 ACS,2860,,
209670,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),304,Upper West Side,2009-13 ACS,33459,,
209671,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),305,Upper East Side,2009-13 ACS,38436,,
209672,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13 ACS,19607,,
209673,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13 ACS,23563,,
209674,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13 ACS,10555,,
209675,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13 ACS,15045,,
209676,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13 ACS,5305,,
209677,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13 ACS,15801,,
209678,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13 ACS,47213,,
209679,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13 ACS,45358,,
209680,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13 ACS,23349,,
209681,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13 ACS,40904,,
209682,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13 ACS,17025,,
209683,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13 ACS,47169,,
209684,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13 ACS,46230,,
209685,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13 ACS,63621,,
209686,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13 ACS,15036,,
209687,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13 ACS,13017,,
209688,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13 ACS,23775,,
209689,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13 ACS,22554,,
209690,232,3,2,17,36,Owner-Occupied Homes,Number,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13 ACS,53634,,
209546,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2009-13 ACS,35.65,,
209547,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2009-13 ACS,42.77,,
209548,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2009-13 ACS,9.07,,
209549,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2009-13 ACS,28.39,,
209550,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2009-13 ACS,6.29,,
209551,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2009-13 ACS,6.44,,
209552,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2009-13 ACS,7.57,,
209553,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),201,Greenpoint,2009-13 ACS,16.75,,
209554,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2009-13 ACS,32.26,,
209555,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2009-13 ACS,20.96,,
209556,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),204,East New York,2009-13 ACS,24.46,,
209557,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),205,Sunset Park,2009-13 ACS,23.94,,
209558,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),206,Borough Park,2009-13 ACS,30.9,,
209559,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2009-13 ACS,27.05,,
209560,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2009-13 ACS,52.57,,
209561,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2009-13 ACS,39.65,,
209562,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2009-13 ACS,39.4,,
209563,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2009-13 ACS,14.12,,
209564,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),301,Washington Heights,2009-13 ACS,9.83,,
209565,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2009-13 ACS,14.22,,
209566,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),303,East Harlem,2009-13 ACS,6.95,,
209567,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),304,Upper West Side,2009-13 ACS,30.94,,
209568,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),305,Upper East Side,2009-13 ACS,33.26,,
209569,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2009-13 ACS,24.06,,
209570,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2009-13 ACS,32.98,,
209571,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2009-13 ACS,24.8,,
209572,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2009-13 ACS,16.8,,
209573,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2009-13 ACS,21.09,,
209574,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2009-13 ACS,18.13,,
209575,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),402,West Queens,2009-13 ACS,31.81,,
209576,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2009-13 ACS,48.74,,
209577,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2009-13 ACS,69.14,,
209578,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2009-13 ACS,41.15,,
209579,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2009-13 ACS,49.73,,
209580,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2009-13 ACS,55.25,,
209581,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),408,Jamaica,2009-13 ACS,49.46,,
209582,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2009-13 ACS,75.34,,
209583,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),410,Rockaways,2009-13 ACS,38.24,,
209584,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),501,Port Richmond,2009-13 ACS,58.65,,
209585,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2009-13 ACS,54.31,,
209586,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),503,Willowbrook,2009-13 ACS,73.07,,
209587,29,3,5,17,36,Owner-Occupied Homes,Percent,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2009-13 ACS,79.14,,
8714,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2002,20.3,,
8715,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2002,16.4,,
8716,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2002,23.1,,
8717,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2002,15.3,,
8718,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2002,27.9,,
8719,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2002,29.4,,
8720,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2002,23.5,,
8721,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),201,Greenpoint,2002,4,,
8722,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2002,21.2,,
8723,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2002,26.7,,
8724,76,3,22,40,36,Homes with Cracks or Holes,Percent of Households,UHF42,Neighborhood (UHF 42),204,East New York,2002,16.2,,
